자치구,행정동,CNG,LNG,경유,기타연료,수소,엘피지,전기,하이브리드,휘발유,합계,시군구명_x,행정동코드,읍면동명_x,생성일자_x,말소일자_x,시군구명_y,읍면동명_y,법정동코드,동리명,생성일자_y,말소일자_y
관악구,인헌동,0,0,1879,5,5,421,68,368,2998,5744,관악구,1162062500,인헌동,20080901,,관악구,인헌동,1162010100,봉천동,20080901,
관악구,조원동,4,0,2155,10,2,434,103,307,2712,5727,관악구,1162072500,조원동,20080901,,관악구,조원동,1162010200,신림동,20080901,
관악구,중앙동,0,0,919,3,2,229,33,167,1576,2929,관악구,1162061500,중앙동,20080901,,관악구,중앙동,1162010100,봉천동,20080901,
관악구,청룡동,4,0,2298,7,2,469,172,551,4070,7573,관악구,1162059500,청룡동,20080901,,관악구,청룡동,1162010100,봉천동,20080901,
관악구,청림동,0,0,1202,7,2,258,45,368,2393,4275,관악구,1162054500,청림동,20080901,,관악구,청림동,1162010100,봉천동,20080901,
관악구,행운동,1,0,1784,14,10,432,77,414,3390,6122,관악구,1162057500,행운동,20080901,,관악구,행운동,1162010100,봉천동,20080901,
광진구,광장동,7,0,3162,27,11,381,183,1103,6762,11636,성동구,1120081000,광장동,19880423,19890427,성동구,광장동,1120012300,광장동,19880423,19950301
광진구,구의1동,2,0,2448,18,10,501,94,421,3531,7025,성동구,1120085000,구의제1동,19880501,19950301,성동구,구의제1동,1120012400,구의동,19880501,19950301
광진구,구의2동,0,0,2429,16,6,580,104,504,3634,7273,성동구,1120086000,구의제2동,19880501,19950301,성동구,구의제2동,1120012100,능동,19880423,19950301
광진구,구의3동,3,0,2515,10,9,441,112,689,5223,9002,성동구,1120087000,구의제3동,19920701,19950301,성동구,구의제3동,1120012300,광장동,19920701,19950301
광진구,군자동,0,0,1761,8,3,393,84,267,2380,4896,성동구,1120073000,군자동,19880423,19950301,성동구,군자동,1120011900,군자동,19880423,19950301
광진구,능동,0,0,1007,7,1,196,45,192,1593,3041,성동구,1120078000,능동,19880423,19890427,성동구,능동,1120012100,능동,19880423,19950301
광진구,자양1동,117,0,2559,25,6,580,145,393,3250,7075,광진구,1121582000,자양제1동,19950301,,광진구,자양제1동,1121510500,자양동,19950301,
광진구,자양2동,0,0,3009,11,2,460,84,495,3522,7583,광진구,1121583000,자양제2동,19950301,,광진구,자양제2동,1121510500,자양동,19950301,
광진구,자양3동,5,0,2592,19,7,385,163,699,5045,8915,광진구,1121584000,자양제3동,19950301,,광진구,자양제3동,1121510500,자양동,19950301,
광진구,자양4동,1,0,1903,11,2,368,80,365,2933,5663,광진구,1121584700,자양제4동,20080101,,광진구,자양제4동,1121510500,자양동,20080101,
광진구,중곡1동,12,0,1757,9,1,511,64,218,2108,4680,광진구,1121574000,중곡제1동,19950301,,광진구,중곡제1동,1121510100,중곡동,19950301,
광진구,중곡2동,5,0,1783,6,1,397,53,287,2535,5067,광진구,1121575000,중곡제2동,19950301,,광진구,중곡제2동,1121510100,중곡동,19950301,
광진구,중곡3동,0,0,1416,6,2,395,52,207,1933,4011,광진구,1121576000,중곡제3동,19950301,,광진구,중곡제3동,1121510100,중곡동,19950301,
광진구,중곡4동,0,0,2548,7,4,619,99,359,3598,7234,광진구,1121577000,중곡제4동,19950301,,광진구,중곡제4동,1121510100,중곡동,19950301,
광진구,화양동,0,0,1233,6,2,460,57,190,2104,4052,광진구,1121571000,화양동,19950301,,광진구,화양동,1121510700,화양동,19950301,
구로구,가리봉동,0,0,1277,2,2,175,17,95,1229,2797,구로구,1153059500,가리봉동,20080501,,구로구,가리봉동,1153010300,가리봉동,20080501,
구로구,개봉1동,71,0,3790,32,9,882,190,605,5459,11038,구로구,1153074000,개봉제1동,19880423,,구로구,개봉제1동,1153010700,개봉동,19880423,
구로구,개봉2동,1,0,2922,22,3,690,103,648,4761,9150,구로구,1153075000,개봉제2동,19880423,,구로구,개봉제2동,1153010700,개봉동,19880423,
구로구,개봉3동,5,0,2066,10,3,444,39,282,2819,5668,구로구,1153076000,개봉제3동,19880423,,구로구,개봉제3동,1153010700,개봉동,19880423,
구로구,개봉본동,0,0,13,0,0,1,0,0,3,17,구로구,1153076500,개봉본동,19941101,20081229,구로구,개봉본동,1153010700,개봉동,19941101,20081229
구로구,고척1동,2,0,3160,20,2,622,163,684,4774,9427,구로구,1153072000,고척제1동,19880423,,구로구,고척제1동,1153010600,고척동,19880423,
구로구,고척2동,8,0,2943,15,11,662,100,490,4301,8530,구로구,1153073000,고척제2동,19880423,,구로구,고척제2동,1153010600,고척동,19880423,
구로구,구로1동,22,0,5044,41,13,1499,1829,1039,6708,16195,구로구,1153052000,구로제1동,19880423,,구로구,구로제1동,1153010200,구로동,19880423,
구로구,구로2동,11,0,4903,36,5,590,238,501,4369,10653,구로구,1153053000,구로제2동,19880423,,구로구,구로제2동,1153010200,구로동,19880423,
구로구,구로3동,64,0,3168,15,46,473,201,504,4469,8940,구로구,1153054000,구로제3동,19880423,,구로구,구로제3동,1153010200,구로동,19880423,
구로구,구로4동,73,0,2130,4,50,389,1797,280,2674,7397,구로구,1153055000,구로제4동,19880423,,구로구,구로제4동,1153010200,구로동,19880423,
구로구,구로5동,5,0,3641,27,8,1361,261,782,5779,11864,구로구,1153056000,구로제5동,19880423,,구로구,구로제5동,1153010200,구로동,19880423,
구로구,구로본동,0,0,25,0,0,1,0,0,14,40,구로구,1153056500,구로본동,19910907,20081229,구로구,구로본동,1153010200,구로동,19910907,20081229
구로구,수궁동,18,0,2852,14,5,800,92,456,3836,8073,구로구,1153079000,수궁동,19880701,,구로구,수궁동,1153010900,궁동,19880701,
구로구,신도림동,15,0,3783,30,11,575,192,1095,7292,12993,구로구,1153051000,신도림동,19880423,,구로구,신도림동,1153010100,신도림동,19880423,
구로구,오류1동,0,0,2247,10,7,725,93,394,3534,7010,구로구,1153077000,오류제1동,19880423,,구로구,오류제1동,1153010800,오류동,19880423,
구로구,오류2동,1,0,4434,37,14,1291,176,705,6469,13127,구로구,1153078000,오류제2동,19880423,,구로구,오류제2동,1153010800,오류동,19880423,
구로구,항동,0,0,1554,36,11,246,134,393,2224,4598,구로구,1153080000,항동,20200101,,구로구,항동,1153011200,항동,20200101,
금천구,가산동,152,0,8558,76,15,921,407,1447,9882,21458,금천구,1154551000,가산동,19950301,,금천구,가산동,1154510100,가산동,19950301,
금천구,독산1동,29,0,6020,29,14,1869,294,1274,8772,18301,금천구,1154561000,독산제1동,19950301,,금천구,독산제1동,1154510200,독산동,19950301,
금천구,독산1동분소,0,0,1,0,0,0,0,0,0,1,금천구,1154561500,독산제1동분소,19950301,20060123,금천구,독산제1동분소,1154510200,독산동,19950301,20060123
금천구,독산2동,1,0,1950,6,2,415,56,226,2424,5080,금천구,1154562000,독산제2동,19950301,,금천구,독산제2동,1154510200,독산동,19950301,
금천구,독산3동,4,0,3035,11,5,557,81,421,3741,7855,금천구,1154563000,독산제3동,19950301,,금천구,독산제3동,1154510200,독산동,19950301,
금천구,독산4동,1,0,1823,7,0,335,43,201,2089,4499,금천구,1154564000,독산제4동,19950301,,금천구,독산제4동,1154510200,독산동,19950301,
금천구,시흥1동,3,0,4575,14,10,939,189,686,5431,11847,금천구,1154567000,시흥제1동,19950301,,금천구,시흥제1동,1154510300,시흥동,19950301,
금천구,시흥2동,0,0,2201,18,9,538,103,501,3765,7135,금천구,1154568000,시흥제2동,19950301,,금천구,시흥제2동,1154510300,시흥동,19950301,
금천구,시흥3동,0,0,1823,3,2,356,64,214,1877,4339,금천구,1154569000,시흥제3동,19950301,,금천구,시흥제3동,1154510300,시흥동,19950301,
금천구,시흥4동,1,0,2344,5,4,534,60,326,2843,6117,금천구,1154570000,시흥제4동,19950301,,금천구,시흥제4동,1154510300,시흥동,19950301,
금천구,시흥5동,188,0,1898,13,3,453,86,274,2364,5279,금천구,1154571000,시흥제5동,19950301,,금천구,시흥제5동,1154510300,시흥동,19950301,
노원구,공릉1.3동,0,0,14,0,0,8,0,0,17,39,노원구,1135060500,공릉1.3동,20080101,20110623,노원구,공릉1.3동,1135010300,공릉동,20080101,20110623
노원구,공릉1동,62,0,3593,22,9,1342,169,620,5116,10933,노원구,1135059500,공릉1동,20110623,,노원구,공릉1동,1135010300,공릉동,20110623,
노원구,공릉2동,2,0,3947,49,17,1030,192,1047,6923,13207,노원구,1135060000,공릉2동,19880423,,노원구,공릉2동,1135010300,공릉동,19880423,
노원구,상계10동,2,0,1456,8,3,434,59,353,3033,5348,노원구,1135072000,상계10동,19890901,,노원구,상계10동,1135010500,상계동,19890901,
노원구,상계1동,15,0,4149,28,5,2121,357,713,6297,13685,노원구,1135063000,상계1동,19880423,,노원구,상계1동,1135010500,상계동,19880514,
노원구,상계2동,0,0,1818,11,2,677,138,365,2964,5975,노원구,1135064000,상계2동,19880423,,노원구,상계2동,1135010500,상계동,19880423,
노원구,상계3.4동,310,0,2948,24,3,762,166,454,4095,8762,노원구,1135066500,상계3.4동,20080101,,노원구,상계3.4동,1135010500,상계동,20080101,
노원구,상계5동,0,0,2000,8,1,605,73,273,2898,5858,노원구,1135067000,상계5동,19880423,,노원구,상계5동,1135010500,상계동,19880423,
노원구,상계6.7동,9,0,2471,6,4,789,103,540,5002,8924,노원구,1135069500,상계6.7동,20080101,,노원구,상계6.7동,1135010500,상계동,20080101,
노원구,상계8동,0,0,1675,5,3,560,66,442,3653,6404,노원구,1135070000,상계8동,19890601,,노원구,상계8동,1135010500,상계동,19890601,
노원구,상계9동,12,0,1624,16,4,521,63,330,3172,5742,노원구,1135071000,상계9동,19890901,,노원구,상계9동,1135010500,상계동,19890901,
노원구,월계1동,123,0,2169,20,1,743,103,366,3021,6546,노원구,1135056000,월계1동,19880423,,노원구,월계1동,1135010200,월계동,19880423,
노원구,월계2동,0,0,2349,13,1,852,124,405,3953,7697,노원구,1135057000,월계2동,19880423,,노원구,월계2동,1135010200,월계동,19880423,
노원구,월계3동,4,0,2684,23,8,755,112,534,4670,8790,노원구,1135058000,월계3동,19880501,,노원구,월계3동,1135010200,월계동,19880501,
노원구,월계4동,0,0,3,0,0,0,0,0,1,4,노원구,1135058100,월계4동,19941101,20090101,노원구,월계4동,1135010200,월계동,19941101,20090101
노원구,중계1동,2,0,2445,16,2,539,94,679,4780,8557,노원구,1135062100,중계1동,19890901,,노원구,중계1동,1135010600,중계동,19890901,
노원구,중계2.3동,1,0,2487,21,2,885,111,555,4342,8404,노원구,1135062500,중계2.3동,20090101,,노원구,중계2.3동,1135010600,중계동,20090101,
노원구,중계4동,2,0,1777,13,2,472,86,362,2976,5690,노원구,1135062400,중계4동,19920701,,노원구,중계4동,1135010500,상계동,19920701,
노원구,중계본동,0,0,2339,15,9,518,105,560,4259,7805,노원구,1135061900,중계본동,19920701,,노원구,중계본동,1135010600,중계동,19920701,
노원구,하계1동,5,0,2162,11,5,549,84,598,3987,7401,노원구,1135061100,하계1동,19890901,,노원구,하계1동,1135010400,하계동,19890901,
노원구,하계2동,1,0,1738,12,3,450,62,438,3534,6238,노원구,1135061200,하계2동,19890901,,노원구,하계2동,1135010400,하계동,19890901,
도봉구,도봉1동,237,0,2283,8,3,933,186,240,2686,6576,도봉구,1132052100,도봉제1동,19890101,,도봉구,도봉제1동,1132010800,도봉동,19890101,
도봉구,도봉2동,0,0,2683,13,2,877,124,475,4290,8464,도봉구,1132052200,도봉제2동,19890101,,도봉구,도봉제2동,1132010800,도봉동,19890101,
도봉구,방학1동,11,0,2986,22,7,1692,300,473,4543,10034,도봉구,1132069000,방학제1동,19880423,,도봉구,방학제1동,1132010600,방학동,19880423,
도봉구,방학2동,0,0,1707,6,2,527,74,170,2194,4680,도봉구,1132070000,방학제2동,19880423,,도봉구,방학제2동,1132010600,방학동,19880423,
도봉구,방학3동,0,0,2555,25,4,832,169,450,4325,8360,도봉구,1132071000,방학제3동,19880701,,도봉구,방학제3동,1132010600,방학동,19880701,
도봉구,쌍문1동,13,0,2172,18,6,710,88,309,3059,6375,도봉구,1132066000,쌍문제1동,19880423,,도봉구,쌍문제1동,1132010500,쌍문동,19880423,
도봉구,쌍문2동,0,0,1690,8,3,469,54,214,2441,4879,도봉구,1132067000,쌍문제2동,19880423,,도봉구,쌍문제2동,1132010500,쌍문동,19880423,
도봉구,쌍문3동,1,0,1281,5,0,337,42,228,2066,3960,도봉구,1132068000,쌍문제3동,19880423,,도봉구,쌍문제3동,1132010500,쌍문동,19880423,
도봉구,쌍문4동,0,0,1678,11,3,455,49,295,2880,5371,도봉구,1132068100,쌍문제4동,19910907,,도봉구,쌍문제4동,1132010500,쌍문동,19910907,
도봉구,창1동,31,0,2828,15,4,990,125,486,3849,8328,도봉구,1132051100,창제1동,19890101,,도봉구,창제1동,1132010700,창동,19890101,
도봉구,창2동,0,0,2817,14,5,698,105,418,3895,7952,도봉구,1132051200,창제2동,19890101,,도봉구,창제2동,1132010700,창동,19890101,
도봉구,창3동,1,0,1321,6,4,373,48,164,1693,3610,도봉구,1132051300,창제3동,19890101,,도봉구,창제3동,1132010700,창동,19890101,
도봉구,창4동,1,0,2345,24,1,646,122,625,4836,8600,도봉구,1132051400,창제4동,19890101,,도봉구,창제4동,1132010700,창동,19890101,
